cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
9.15,2,4,50,64,46,0,1,6,1,1,Tier 1
5.6,4,9,61,61,47,0,1,5,5,0,Not Eligible
8.67,2,0,68,87,92,3,0,1,5,1,Tier 1
7.66,2,0,64,52,90,3,0,8,3,1,Tier 2
6.44,1,1,97,56,77,3,0,3,5,0,Not Eligible
7.46,2,1,53,80,60,5,1,2,0,1,Tier 2
6.5,4,8,53,83,47,6,1,7,5,0,Not Eligible
7.98,0,3,41,52,96,6,0,2,1,1,Tier 2
7.17,0,2,93,65,64,7,0,1,2,1,Tier 2
5.82,0,0,52,48,67,2,1,2,0,0,Not Eligible
5.58,4,1,42,44,67,0,0,6,5,0,Not Eligible
7.73,0,5,69,78,93,4,1,2,4,1,Tier 2
9.51,1,8,57,72,70,7,1,1,4,1,Tier 1
6.72,4,4,93,43,91,7,1,1,2,0,Not Eligible
8.67,4,3,75,67,75,3,1,4,3,1,Tier 1
8.29,4,4,60,65,64,2,1,8,0,1,Tier 1
9.66,2,8,92,43,91,5,1,6,4,1,Tier 1
9.1,2,6,58,55,95,7,1,4,1,1,Tier 1
7.83,2,7,55,76,80,2,1,6,2,1,Tier 2
8.29,3,3,67,61,76,3,0,6,3,1,Tier 1
9.49,1,7,43,75,77,1,0,9,3,1,Tier 1
7.0,4,5,90,77,90,7,0,4,1,0,Not Eligible
6.63,4,4,94,97,51,0,0,6,5,0,Not Eligible
5.05,2,6,54,94,76,3,1,10,1,0,Not Eligible
9.13,4,5,40,74,76,4,0,1,5,1,Tier 1
9.0,4,2,87,64,70,0,0,7,2,1,Tier 1
5.52,0,4,86,47,57,2,1,7,1,0,Not Eligible
7.88,4,8,55,56,65,6,0,1,4,1,Tier 2
7.32,3,6,93,57,45,4,0,8,3,1,Tier 2
5.59,2,3,59,89,48,0,0,5,5,0,Not Eligible
9.9,1,6,72,97,50,7,0,9,1,1,Tier 1
6.07,1,4,56,96,70,7,1,8,0,0,Not Eligible
5.34,0,1,44,51,94,4,0,3,1,0,Not Eligible
7.97,1,5,44,96,85,2,0,1,5,1,Tier 2
8.69,1,6,97,96,95,7,0,3,3,1,Tier 1
5.16,2,7,78,72,41,7,0,2,4,0,Not Eligible
8.29,2,5,52,62,98,3,1,2,1,1,Tier 1
7.66,3,7,83,51,68,6,1,4,4,1,Tier 2
5.52,0,6,75,50,85,4,0,2,0,0,Not Eligible
5.86,1,1,69,52,96,3,1,8,5,0,Not Eligible
7.84,3,5,96,74,90,6,1,5,3,1,Tier 2
6.48,0,8,43,66,81,2,1,1,2,0,Not Eligible
9.69,1,5,62,64,44,6,1,6,3,1,Tier 1
9.09,1,3,60,79,62,2,0,7,5,1,Tier 1
9.92,2,6,60,42,75,7,1,1,2,1,Tier 1
6.3,4,2,45,88,46,4,0,3,2,0,Not Eligible
9.85,0,4,63,64,95,4,0,9,3,1,Tier 1
7.16,1,0,86,84,52,2,0,7,5,1,Tier 2
6.74,0,9,92,49,81,4,0,4,2,0,Not Eligible
5.25,3,2,70,56,49,7,0,6,5,0,Not Eligible
5.26,3,7,58,42,75,4,0,6,4,0,Not Eligible
8.46,4,8,77,84,55,4,0,3,0,1,Tier 1
7.29,1,8,51,61,54,5,0,2,1,1,Tier 2
6.13,2,9,53,77,92,4,0,5,5,0,Not Eligible
8.07,1,1,89,53,82,0,0,8,5,1,Tier 1
6.26,0,3,99,66,58,2,1,3,2,0,Not Eligible
7.89,3,4,51,81,60,2,1,5,5,1,Tier 2
6.8,0,2,95,59,95,1,1,3,5,0,Not Eligible
9.12,4,0,95,87,74,3,0,7,2,1,Tier 1
9.1,3,5,54,57,54,1,0,6,3,1,Tier 1
7.39,2,9,58,52,87,4,0,6,5,1,Tier 2
6.75,3,1,67,81,53,4,0,1,4,0,Not Eligible
6.81,1,8,79,45,68,7,0,2,1,0,Not Eligible
9.03,1,0,80,49,44,7,1,6,5,1,Tier 1
6.64,3,8,44,76,97,6,1,8,2,0,Not Eligible
6.05,4,6,44,68,88,0,0,5,4,0,Not Eligible
5.42,1,9,45,45,57,0,0,2,1,0,Not Eligible
7.33,1,1,62,78,90,0,1,5,3,1,Tier 2
7.41,2,5,42,50,40,0,1,9,5,1,Tier 2
9.2,3,7,76,87,66,0,1,6,2,1,Tier 1
6.11,1,1,72,64,99,0,0,5,3,0,Not Eligible
6.9,4,4,82,83,66,0,0,10,5,0,Not Eligible
9.04,0,5,97,83,64,0,0,6,3,1,Tier 1
9.12,3,2,60,69,80,6,0,9,2,1,Tier 1
6.92,2,1,59,94,60,5,1,7,4,0,Not Eligible
7.3,1,5,40,59,53,0,1,10,4,1,Tier 2
6.52,4,2,78,97,91,2,0,3,3,0,Not Eligible
9.66,3,1,86,76,92,0,1,10,3,1,Tier 1
5.59,4,0,56,55,59,3,0,10,5,0,Not Eligible
9.67,4,7,68,70,67,0,1,5,0,1,Tier 1
8.42,2,0,47,68,60,5,0,4,1,1,Tier 1
7.66,3,4,65,45,62,6,1,5,5,1,Tier 2
5.16,1,5,67,68,50,7,1,8,3,0,Not Eligible
7.38,2,2,73,71,95,7,1,6,3,1,Tier 2
7.04,1,6,65,48,41,4,0,4,1,1,Tier 2
5.81,0,1,52,76,59,5,1,5,2,0,Not Eligible
8.28,4,6,83,92,63,5,0,7,4,1,Tier 1
9.86,0,1,76,62,94,4,0,8,2,1,Tier 1
7.81,4,4,52,55,64,0,1,5,1,1,Tier 2
8.57,2,6,77,57,76,6,0,2,1,1,Tier 1
5.34,1,2,64,58,61,6,0,6,0,0,Not Eligible
7.09,1,3,86,83,98,0,0,9,5,1,Tier 2
5.58,2,0,62,41,63,4,0,3,5,0,Not Eligible
8.06,3,2,61,97,54,3,1,7,5,1,Tier 1
9.69,0,8,60,49,51,1,0,8,5,1,Tier 1
8.31,0,9,93,51,85,2,1,6,0,1,Tier 1
5.38,1,4,69,85,70,4,0,3,4,0,Not Eligible
6.77,1,7,50,57,82,0,0,1,5,0,Not Eligible
7.75,1,1,43,58,70,2,0,3,3,1,Tier 2
7.02,2,2,72,77,92,7,0,6,1,1,Tier 2
9.17,3,6,86,76,69,7,0,4,0,1,Tier 1
9.07,0,9,51,66,80,0,0,1,2,1,Tier 1
8.06,4,3,48,87,59,1,0,6,5,1,Tier 1
6.87,2,8,71,53,47,1,0,1,0,0,Not Eligible
6.28,0,6,50,84,83,4,0,8,2,0,Not Eligible
5.53,3,0,76,92,69,2,1,3,0,0,Not Eligible
6.77,2,3,63,73,74,5,1,3,2,0,Not Eligible
7.07,0,9,46,41,60,6,0,1,0,1,Tier 2
8.38,2,5,47,83,86,6,0,3,0,1,Tier 1
8.29,0,5,72,72,79,2,0,7,5,1,Tier 1
5.35,0,9,64,58,97,7,1,10,4,0,Not Eligible
6.98,3,5,40,99,67,5,1,8,3,0,Not Eligible
5.91,4,4,42,99,78,7,1,8,1,0,Not Eligible
5.78,3,2,79,66,56,1,0,3,3,0,Not Eligible
9.14,0,1,67,87,51,0,0,5,4,1,Tier 1
5.21,2,2,82,69,91,6,1,1,5,0,Not Eligible
7.1,3,8,72,46,89,5,0,9,2,1,Tier 2
5.84,4,2,85,66,57,5,0,8,3,0,Not Eligible
9.4,0,2,40,60,86,4,1,10,1,1,Tier 1
7.79,3,0,77,46,94,3,0,2,5,1,Tier 2
6.16,3,1,92,87,67,1,1,10,1,0,Not Eligible
7.51,3,2,66,64,99,5,1,1,2,1,Tier 2
8.66,3,1,77,77,42,7,0,4,1,1,Tier 1
9.79,2,7,74,57,90,7,1,9,4,1,Tier 1
6.1,4,5,49,72,54,1,0,8,3,0,Not Eligible
9.43,4,6,51,72,55,7,1,3,1,1,Tier 1
9.67,0,0,49,71,61,4,0,10,3,1,Tier 1
9.58,1,5,93,97,93,0,0,6,0,1,Tier 1
8.18,2,1,73,64,88,2,0,9,3,1,Tier 1
8.15,0,5,63,53,70,1,0,10,2,1,Tier 1
7.02,0,2,67,77,70,4,1,8,4,1,Tier 2
8.76,3,6,61,77,40,4,1,10,5,1,Tier 1
7.66,1,2,84,43,50,4,0,5,1,1,Tier 2
8.39,1,8,55,83,45,6,0,9,5,1,Tier 1
7.14,2,2,52,57,62,7,0,9,4,1,Tier 2
8.66,1,6,75,49,48,6,1,3,3,1,Tier 1
9.12,0,3,75,74,91,6,1,8,1,1,Tier 1
5.73,1,7,82,74,55,2,0,4,4,0,Not Eligible
9.16,1,1,62,79,97,6,1,10,2,1,Tier 1
7.7,4,7,53,93,77,1,0,7,0,1,Tier 2
9.22,0,8,71,62,83,5,1,10,0,1,Tier 1
7.16,1,7,42,64,58,4,0,8,2,1,Tier 2
6.9,1,5,66,40,84,2,0,7,5,0,Not Eligible
9.58,3,9,58,57,52,6,0,5,0,1,Tier 1
6.26,1,0,61,54,98,0,1,1,2,0,Not Eligible
9.22,1,6,96,64,71,3,0,8,3,1,Tier 1
7.42,4,0,40,71,75,1,1,5,5,1,Tier 2
7.57,0,6,44,92,48,2,1,3,5,1,Tier 2
6.54,2,1,88,59,85,3,0,2,2,0,Not Eligible
7.87,0,7,72,56,85,3,0,3,0,1,Tier 2
6.63,3,1,90,96,88,6,0,9,3,0,Not Eligible
5.2,0,2,58,50,76,2,1,2,5,0,Not Eligible
6.36,1,2,75,52,70,7,1,10,2,0,Not Eligible
5.03,3,0,90,64,70,5,1,1,2,0,Not Eligible
9.89,0,4,45,59,98,5,1,2,5,1,Tier 1
9.83,3,4,99,64,94,2,1,2,5,1,Tier 1
6.98,2,9,54,81,58,2,1,5,3,0,Not Eligible
8.64,0,4,75,84,41,4,1,1,5,1,Tier 1
6.73,1,8,95,88,84,0,0,10,1,0,Not Eligible
8.36,3,5,72,70,71,5,0,8,0,1,Tier 1
9.03,4,5,63,92,82,4,0,2,5,1,Tier 1
9.73,3,2,66,40,73,7,1,6,1,1,Tier 1
7.0,4,4,88,91,40,3,0,5,3,0,Not Eligible
8.92,1,9,50,55,60,3,1,2,3,1,Tier 1
6.33,2,6,88,87,42,3,1,10,4,0,Not Eligible
9.95,4,2,62,67,66,2,1,1,4,1,Tier 1
5.13,2,1,72,60,83,7,1,6,3,0,Not Eligible
8.02,3,4,80,69,46,1,0,6,4,1,Tier 1
8.3,1,2,85,98,72,4,1,3,2,1,Tier 1
8.44,4,4,86,42,48,1,0,8,1,1,Tier 1
5.6,3,8,95,73,69,6,1,9,3,0,Not Eligible
9.69,0,9,68,45,57,0,0,3,2,1,Tier 1
5.91,3,0,70,82,95,0,1,9,0,0,Not Eligible
8.11,2,3,40,68,65,4,1,8,0,1,Tier 1
6.11,1,9,73,42,59,3,0,5,4,0,Not Eligible
6.54,1,4,57,97,77,6,0,6,4,0,Not Eligible
7.73,3,1,57,72,80,5,0,1,2,1,Tier 2
7.09,0,1,45,50,94,7,1,5,0,1,Tier 2
5.8,2,0,91,84,70,0,1,10,5,0,Not Eligible
5.85,3,7,79,44,47,1,1,10,3,0,Not Eligible
7.09,3,1,40,89,62,1,0,7,5,1,Tier 2
8.79,1,2,86,71,89,5,0,1,1,1,Tier 1
9.49,2,1,81,86,64,2,0,10,4,1,Tier 1
5.42,0,3,69,57,86,3,1,9,2,0,Not Eligible
6.97,1,0,43,86,40,2,1,7,5,0,Not Eligible
5.5,3,2,71,59,85,4,0,4,4,0,Not Eligible
5.08,1,4,49,91,57,0,1,4,2,0,Not Eligible
8.31,1,9,82,91,58,5,1,10,0,1,Tier 1
8.01,4,0,44,78,90,5,1,7,4,1,Tier 1
5.82,1,3,48,88,81,5,0,6,5,0,Not Eligible
6.17,1,5,44,79,91,2,0,3,2,0,Not Eligible
5.12,2,3,50,67,92,7,0,9,2,0,Not Eligible
9.17,1,6,74,52,45,2,1,6,5,1,Tier 1
9.87,0,6,66,65,56,4,0,2,4,1,Tier 1
5.68,3,5,43,55,85,1,0,10,1,0,Not Eligible
6.16,2,8,49,64,84,1,1,2,3,0,Not Eligible
9.34,1,1,78,49,47,6,1,1,0,1,Tier 1
9.63,0,9,72,68,93,4,1,5,5,1,Tier 1
7.1,3,7,98,85,81,7,1,10,5,1,Tier 2
5.25,2,7,77,77,48,5,0,6,4,0,Not Eligible
5.2,0,9,47,59,76,1,1,3,4,0,Not Eligible
7.87,1,3,88,93,94,4,1,4,1,1,Tier 2
6.96,4,5,63,65,66,1,1,5,0,0,Not Eligible
5.14,4,5,78,71,75,7,1,4,4,0,Not Eligible
7.92,2,4,72,78,45,6,1,9,1,1,Tier 2
5.06,0,0,80,77,45,4,1,3,5,0,Not Eligible
8.94,3,2,82,98,84,1,0,5,3,1,Tier 1
6.53,0,6,58,88,43,5,0,7,2,0,Not Eligible
5.2,4,7,41,92,61,7,0,7,3,0,Not Eligible
7.94,2,1,94,63,79,2,0,6,3,1,Tier 2
6.99,1,2,50,70,66,7,1,9,3,0,Not Eligible
9.87,0,3,74,79,76,2,1,7,3,1,Tier 1
7.72,4,4,56,51,41,7,1,4,2,1,Tier 2
6.38,3,2,81,97,48,6,0,10,5,0,Not Eligible
8.55,2,4,42,96,50,5,1,9,0,1,Tier 1
6.36,1,7,61,75,59,1,1,6,0,0,Not Eligible
9.52,0,7,74,49,91,5,1,1,5,1,Tier 1
6.87,3,1,60,45,82,4,1,9,1,0,Not Eligible
7.75,1,5,64,46,78,2,0,7,1,1,Tier 2
5.25,4,3,78,92,97,0,1,6,4,0,Not Eligible
7.13,4,8,41,70,53,6,1,6,3,1,Tier 2
9.16,3,9,40,66,65,1,1,4,3,1,Tier 1
9.03,4,1,46,47,77,0,0,4,2,1,Tier 1
6.12,2,7,59,42,69,0,1,3,3,0,Not Eligible
6.13,3,0,82,79,75,7,1,8,2,0,Not Eligible
9.09,4,5,94,86,77,6,1,8,4,1,Tier 1
9.65,0,9,45,60,74,3,1,2,1,1,Tier 1
5.48,4,0,94,40,94,0,1,5,1,0,Not Eligible
7.25,2,1,75,84,45,0,1,9,4,1,Tier 2
6.69,1,2,90,93,42,5,1,9,4,0,Not Eligible
9.35,1,8,99,89,40,3,0,7,5,1,Tier 1
5.42,4,4,60,54,99,3,0,4,3,0,Not Eligible
6.06,1,9,90,46,97,3,1,4,1,0,Not Eligible
8.76,4,9,85,54,92,6,1,10,0,1,Tier 1
5.26,2,1,74,64,97,4,0,7,4,0,Not Eligible
7.46,1,9,75,42,57,3,0,3,1,1,Tier 2
7.21,0,4,47,69,62,5,0,3,1,1,Tier 2
6.67,4,4,89,97,71,4,0,5,2,0,Not Eligible
6.97,1,0,43,53,68,1,1,6,1,0,Not Eligible
7.65,2,2,82,91,62,4,1,8,4,1,Tier 2
5.81,2,4,55,43,75,1,1,1,3,0,Not Eligible
7.86,0,8,42,75,45,3,1,7,1,1,Tier 2
9.03,2,9,46,42,56,3,1,8,0,1,Tier 1
8.8,2,0,41,44,57,1,0,5,4,1,Tier 1
5.77,1,7,40,64,70,2,0,10,3,0,Not Eligible
5.75,4,0,97,70,45,5,0,2,5,0,Not Eligible
6.34,3,8,40,50,73,4,0,4,3,0,Not Eligible
6.81,2,5,77,47,83,5,0,6,4,0,Not Eligible
7.04,2,0,90,65,83,5,1,9,5,1,Tier 2
8.4,3,7,46,41,66,0,0,2,3,1,Tier 1
5.28,2,4,63,67,75,3,0,4,0,0,Not Eligible
5.17,1,6,44,87,87,4,1,10,1,0,Not Eligible
6.96,1,6,60,96,91,5,1,5,4,0,Not Eligible
8.49,3,6,67,99,81,4,1,8,1,1,Tier 1
5.97,2,5,57,49,64,5,1,8,1,0,Not Eligible
8.21,2,7,63,89,49,3,1,2,3,1,Tier 1
6.3,4,8,97,78,78,5,0,6,4,0,Not Eligible
9.43,2,1,71,76,85,1,1,6,1,1,Tier 1
9.48,1,6,84,78,78,3,1,5,2,1,Tier 1
6.49,0,1,72,60,51,4,0,8,0,0,Not Eligible
6.15,0,5,49,67,50,6,0,10,5,0,Not Eligible
7.06,0,1,48,77,88,2,1,2,3,1,Tier 2
6.2,0,9,88,95,82,5,1,2,4,0,Not Eligible
8.36,2,5,72,72,92,1,0,7,4,1,Tier 1
9.13,2,1,72,50,42,3,1,9,3,1,Tier 1
8.37,4,0,46,84,90,0,1,3,1,1,Tier 1
9.12,2,6,43,83,61,6,1,7,3,1,Tier 1
6.98,0,2,67,40,43,6,1,3,4,0,Not Eligible
5.78,3,3,62,92,47,3,1,6,2,0,Not Eligible
8.69,3,5,92,86,53,7,0,3,1,1,Tier 1
6.8,1,4,71,72,59,6,0,1,5,0,Not Eligible
8.36,1,3,83,42,63,4,1,6,3,1,Tier 1
6.35,2,8,55,65,53,4,1,3,4,0,Not Eligible
5.41,3,5,85,54,67,0,0,1,5,0,Not Eligible
9.96,0,5,94,80,55,1,0,5,4,1,Tier 1
5.78,0,1,49,53,71,4,0,8,4,0,Not Eligible
9.94,0,5,53,62,86,1,1,8,2,1,Tier 1
9.89,2,6,78,99,51,1,0,8,1,1,Tier 1
8.97,2,7,75,93,55,3,1,3,3,1,Tier 1
8.3,4,7,73,95,91,1,1,8,1,1,Tier 1
7.89,0,8,63,47,58,5,1,4,4,1,Tier 2
9.33,0,9,57,93,44,7,1,8,2,1,Tier 1
6.45,2,2,55,75,51,4,1,3,5,0,Not Eligible
7.34,2,9,80,59,68,4,0,3,2,1,Tier 2
8.1,4,6,76,91,44,2,0,1,4,1,Tier 1
7.06,4,6,80,45,81,6,0,8,1,1,Tier 2
7.14,1,0,64,72,97,1,0,8,5,1,Tier 2
6.65,3,7,47,67,56,2,1,9,1,0,Not Eligible
7.82,0,3,63,89,86,3,0,6,2,1,Tier 2
9.25,0,4,59,77,47,2,0,2,5,1,Tier 1
6.01,4,5,87,69,79,6,0,1,0,0,Not Eligible
9.67,4,2,69,85,79,1,0,8,2,1,Tier 1
8.45,1,4,59,82,69,7,0,10,5,1,Tier 1
9.12,3,9,57,56,49,6,0,4,2,1,Tier 1
7.78,1,4,43,48,59,4,1,7,3,1,Tier 2
8.9,3,0,87,67,84,7,1,10,2,1,Tier 1
5.08,0,2,75,93,55,3,0,4,0,0,Not Eligible
9.09,1,2,45,46,80,1,1,1,5,1,Tier 1
5.2,4,0,42,85,55,7,1,8,5,0,Not Eligible
9.45,1,6,57,67,81,7,1,10,2,1,Tier 1
9.96,1,0,86,56,42,7,1,9,1,1,Tier 1
6.47,0,6,79,79,62,7,1,10,3,0,Not Eligible
6.05,4,3,57,99,61,7,0,9,3,0,Not Eligible
8.83,4,8,95,87,96,7,1,9,2,1,Tier 1
6.27,2,6,62,83,67,3,1,4,3,0,Not Eligible
9.33,2,4,74,83,85,0,0,9,3,1,Tier 1
5.51,2,6,45,99,84,7,1,4,2,0,Not Eligible
5.63,0,8,93,99,75,1,1,2,0,0,Not Eligible
9.9,1,9,65,44,43,0,0,10,5,1,Tier 1
8.37,4,5,60,44,77,7,1,3,2,1,Tier 1
9.23,4,0,63,53,63,2,0,2,1,1,Tier 1
6.62,1,5,54,45,58,1,1,1,4,0,Not Eligible
8.38,4,0,66,46,50,0,1,6,0,1,Tier 1
7.97,1,3,71,94,79,5,0,4,2,1,Tier 2
8.02,0,7,51,92,85,4,1,7,0,1,Tier 1
8.41,0,4,44,56,79,2,0,7,4,1,Tier 1
7.88,0,4,46,98,85,1,1,10,3,1,Tier 2
7.15,1,9,61,48,94,1,1,1,3,1,Tier 2
6.38,1,7,66,70,78,4,1,9,4,0,Not Eligible
8.84,3,7,54,61,92,4,1,8,3,1,Tier 1
6.13,4,0,78,84,57,6,0,10,0,0,Not Eligible
8.46,4,4,84,48,51,7,1,1,3,1,Tier 1
6.17,3,4,96,98,53,0,1,8,4,0,Not Eligible
8.13,3,7,74,55,86,0,0,5,4,1,Tier 1
8.74,0,0,65,75,57,0,0,1,5,1,Tier 1
6.09,3,6,62,73,83,6,0,4,4,0,Not Eligible
5.3,1,6,52,84,81,7,1,7,1,0,Not Eligible
5.65,2,8,65,52,51,3,0,5,0,0,Not Eligible
8.03,1,1,42,58,79,2,0,3,4,1,Tier 1
9.25,3,2,68,51,66,7,0,4,5,1,Tier 1
5.22,4,3,41,75,45,1,0,2,0,0,Not Eligible
8.67,1,0,67,49,63,2,1,8,5,1,Tier 1
6.71,4,6,62,55,90,4,1,2,1,0,Not Eligible
7.39,1,9,75,67,72,7,1,6,0,1,Tier 2
9.64,4,2,88,95,84,5,0,7,2,1,Tier 1
6.66,1,2,45,58,93,2,0,7,1,0,Not Eligible
7.33,4,2,50,79,55,2,0,1,1,1,Tier 2
5.07,2,7,77,45,89,0,1,8,3,0,Not Eligible
5.41,0,8,93,43,51,4,0,9,4,0,Not Eligible
6.29,1,9,73,69,70,2,0,7,1,0,Not Eligible
5.14,2,1,56,78,96,1,1,8,0,0,Not Eligible
8.16,0,9,42,70,76,0,1,4,2,1,Tier 1
7.13,1,9,83,85,92,6,1,8,0,1,Tier 2
7.74,2,0,85,66,52,2,1,3,0,1,Tier 2
5.87,2,8,73,84,97,4,1,1,2,0,Not Eligible
6.48,2,5,61,60,47,7,0,8,5,0,Not Eligible
8.32,3,8,68,76,77,5,0,6,3,1,Tier 1
9.83,4,5,99,48,42,7,0,9,4,1,Tier 1
5.25,0,1,93,74,96,7,1,3,1,0,Not Eligible
9.45,4,0,68,81,97,1,1,8,4,1,Tier 1
7.88,4,7,44,86,59,5,1,9,3,1,Tier 2
7.82,4,2,49,91,97,4,1,9,5,1,Tier 2
7.5,2,0,49,60,43,4,0,7,2,1,Tier 2
5.35,4,7,92,56,83,4,0,10,4,0,Not Eligible
5.45,3,0,48,94,84,5,0,3,0,0,Not Eligible
8.0,1,7,60,63,41,3,0,3,1,1,Tier 1
6.7,2,0,52,70,90,1,0,2,1,0,Not Eligible
9.59,0,8,49,45,75,4,0,1,5,1,Tier 1
7.03,1,8,77,96,62,3,0,2,3,1,Tier 2
5.72,1,8,50,74,84,0,0,5,3,0,Not Eligible
8.57,1,2,43,89,58,3,1,1,2,1,Tier 1
6.47,4,3,97,76,79,0,0,10,3,0,Not Eligible
7.63,4,4,85,52,47,5,0,4,4,1,Tier 2
8.49,2,5,70,64,55,6,1,10,1,1,Tier 1
9.5,4,8,88,71,97,6,1,10,2,1,Tier 1
8.96,4,3,91,98,82,3,0,1,3,1,Tier 1
8.38,4,5,73,40,57,5,0,10,0,1,Tier 1
8.4,2,0,81,88,75,4,1,8,1,1,Tier 1
9.73,2,1,74,97,63,3,1,5,2,1,Tier 1
6.48,3,7,78,74,40,3,1,10,1,0,Not Eligible
5.01,3,3,78,97,40,4,0,4,4,0,Not Eligible
6.36,3,9,72,58,85,0,1,3,5,0,Not Eligible
6.09,3,6,47,92,75,4,0,9,3,0,Not Eligible
8.31,1,3,71,91,50,1,1,6,5,1,Tier 1
8.17,1,8,94,93,57,6,0,1,3,1,Tier 1
7.97,3,8,72,51,55,7,1,8,3,1,Tier 2
5.08,3,3,47,79,56,7,0,10,0,0,Not Eligible
8.64,0,7,85,79,63,6,1,2,4,1,Tier 1
6.62,1,5,53,86,73,3,1,9,0,0,Not Eligible
8.33,0,0,73,82,43,1,0,7,4,1,Tier 1
7.78,0,6,47,59,74,4,0,3,4,1,Tier 2
6.71,4,0,90,72,54,6,0,4,4,0,Not Eligible
5.67,2,2,81,68,41,5,1,3,3,0,Not Eligible
5.47,1,7,46,55,95,4,1,6,3,0,Not Eligible
9.16,3,8,52,53,90,2,1,9,3,1,Tier 1
9.59,3,2,93,46,70,1,1,10,0,1,Tier 1
8.25,2,0,60,45,48,6,1,9,2,1,Tier 1
5.52,1,0,86,60,49,2,0,1,5,0,Not Eligible
7.01,3,6,71,75,92,1,0,10,4,1,Tier 2
8.64,3,4,50,61,64,7,1,6,0,1,Tier 1
8.9,4,0,97,79,90,5,1,1,3,1,Tier 1
5.59,0,5,53,93,99,2,0,4,5,0,Not Eligible
5.0,3,5,50,58,44,2,1,7,3,0,Not Eligible
8.56,1,3,41,64,53,1,0,4,2,1,Tier 1
6.78,2,6,73,42,81,4,0,9,3,0,Not Eligible
6.27,4,6,83,75,87,0,0,10,4,0,Not Eligible
5.06,1,8,86,84,77,4,0,5,1,0,Not Eligible
7.7,4,0,56,92,96,0,0,9,5,1,Tier 2
9.26,0,4,53,98,79,1,1,1,3,1,Tier 1
9.79,3,9,64,73,41,3,0,4,2,1,Tier 1
7.83,1,2,87,50,57,4,1,7,5,1,Tier 2
7.57,2,6,66,87,68,2,0,2,1,1,Tier 2
5.43,0,3,47,81,92,4,1,9,5,0,Not Eligible
7.74,0,3,95,86,92,7,0,3,4,1,Tier 2
6.9,4,0,56,66,92,1,1,4,4,0,Not Eligible
8.04,0,0,44,81,59,7,1,4,4,1,Tier 1
6.94,1,9,51,41,47,3,0,8,2,0,Not Eligible
6.2,4,1,77,45,98,3,0,2,1,0,Not Eligible
5.47,0,1,57,85,76,4,0,5,4,0,Not Eligible
6.57,2,0,65,41,88,4,1,2,3,0,Not Eligible
5.48,1,7,70,81,87,7,0,6,1,0,Not Eligible
5.88,2,5,76,56,65,5,0,9,4,0,Not Eligible
9.94,2,5,45,79,76,4,1,9,1,1,Tier 1
7.22,4,9,80,97,88,1,0,1,5,1,Tier 2
7.66,3,9,54,87,43,0,0,4,3,1,Tier 2
9.37,4,8,81,53,72,5,1,4,0,1,Tier 1
9.98,1,4,88,49,61,0,0,1,4,1,Tier 1
7.91,1,3,65,84,45,7,1,10,3,1,Tier 2
9.06,4,5,90,72,72,2,0,2,2,1,Tier 1
6.63,3,7,51,81,67,6,1,6,5,0,Not Eligible
6.53,4,0,80,93,63,1,1,10,4,0,Not Eligible
7.01,1,6,86,51,43,5,0,3,0,1,Tier 2
8.36,3,7,53,71,41,7,1,9,5,1,Tier 1
8.41,1,8,40,88,52,3,0,3,3,1,Tier 1
6.58,3,7,56,63,85,5,1,3,5,0,Not Eligible
5.67,3,6,72,53,88,2,1,9,3,0,Not Eligible
8.16,4,2,94,44,50,3,0,3,1,1,Tier 1
5.64,4,1,68,90,74,5,0,6,4,0,Not Eligible
7.89,4,2,92,44,78,7,0,6,0,1,Tier 2
8.47,3,3,93,86,49,3,1,1,2,1,Tier 1
8.5,3,3,84,71,82,4,0,7,1,1,Tier 1
8.77,1,5,70,84,49,3,1,9,4,1,Tier 1
9.36,2,6,47,88,47,5,1,9,0,1,Tier 1
7.5,4,3,69,72,44,3,0,9,1,1,Tier 2
8.65,1,9,52,99,62,1,1,2,0,1,Tier 1
8.1,1,5,55,85,73,4,0,1,5,1,Tier 1
5.93,0,8,41,43,99,4,1,6,0,0,Not Eligible
5.13,4,5,84,96,99,2,0,6,1,0,Not Eligible
6.42,1,2,57,69,86,4,1,4,1,0,Not Eligible
7.22,0,0,74,80,71,0,1,8,4,1,Tier 2
8.09,4,9,84,56,55,1,0,5,1,1,Tier 1
9.25,3,9,58,42,43,2,1,7,5,1,Tier 1
5.98,0,4,52,52,93,0,1,9,4,0,Not Eligible
5.63,3,9,90,83,99,3,1,1,0,0,Not Eligible
9.82,2,9,43,87,67,6,1,9,1,1,Tier 1
5.54,2,2,58,75,87,0,1,4,4,0,Not Eligible
7.39,2,7,89,57,83,2,0,7,4,1,Tier 2
7.93,2,9,64,62,99,4,0,4,2,1,Tier 2
7.71,1,0,77,74,53,1,1,4,4,1,Tier 2
5.43,2,1,90,88,51,6,0,4,4,0,Not Eligible
5.29,1,2,96,72,99,2,0,6,2,0,Not Eligible
5.53,1,2,70,90,60,0,1,5,3,0,Not Eligible
7.93,4,7,75,93,87,6,0,2,5,1,Tier 2
7.72,1,4,43,75,55,0,1,9,1,1,Tier 2
6.17,1,7,95,56,93,7,0,6,2,0,Not Eligible
8.19,2,5,78,78,83,2,1,10,4,1,Tier 1
9.1,1,1,46,73,41,6,1,6,4,1,Tier 1
5.21,3,3,97,51,62,5,1,9,1,0,Not Eligible
